0,9361019
1,9360833
2,9360861
3,9360863
4,9361174
5,9360989
6,9360859
7,9360959
8,9361299
9,9360852
10,9360899
11,9360942
12,9361083
13,9361061
14,9360931
15,9361331
16,9361304
17,9361337
18,9361237
19,9360974
20,9361129
21,9361112
22,9361024
23,9361282
24,9360909
25,9361022
26,9360840
27,9360844
28,9360846
29,9360836
30,9360952
31,9361261
32,9361071
33,9361268
34,9361260
35,9361317
36,9361073
37,9361065
38,9361320
39,9360892
40,9361054
41,9361116
42,9361043
43,9361247
44,9361062
45,9360843
46,9360936
47,9360924
48,31464507
49,9360900
50,9360839
51,9360938
52,9361017
53,9360888
54,9361136
55,9360940
56,9360957
57,9360897
58,9360912
59,9360848
60,9360933
61,9360850
62,9361202
63,9360934
64,9361203
65,9361190
66,9360994
67,9360915
68,9361008
69,9361050
70,9361051
71,9361042
72,9361134
73,9361963
74,9360941
75,9361228
76,9361145
77,9361180
78,9360837
79,9361160
80,9361130
81,9360913
82,9360946
83,9361186
84,9360939
85,9360981
86,9361052
87,9360987
88,9360932
89,9361030
90,9360876
91,9360982
92,9361204
93,9360893
94,9360868
95,9360930
96,9360847
97,9360887
98,9361146
99,9361171
100,9361016
101,9361012
102,9361166
103,9361131
104,9360976
105,9360977
106,9360884
107,9360911
108,9360885
109,9360866
110,9361004
111,9360851
112,9360853
113,9360854
114,9360963
115,9362003
116,9360834
117,31545210
118,9360991
119,9360903
120,9361139
121,9360864
122,9361206
123,9361249
124,9360895
125,9360935
126,9361244
127,9361048
128,9361125
129,9360979
130,9361075
131,9361211
132,9360929
133,9360984
134,9360869
135,9360944
136,9361137
137,9361164
138,9361241
139,9361013
140,9360997
141,9360996
142,9361015
143,9361014
144,9360916
145,9360975
146,9361217
147,9360925
148,9361038
149,9361226
150,9361156
151,9361988
152,9360966
153,9361185
154,9360967
155,9360873
156,9361059
157,9361987
158,9361218
159,9361165
160,9360879
161,9361096
162,9361396
163,9361361
164,9360914
165,9361405
166,9361382
167,9360882
168,9361253
169,9360950
170,9361308
171,9361231
172,9361045
173,9361126
174,9361085
175,9361046
176,9361044
177,9361010
178,9360953
179,9361135
180,9361384
181,9360845
182,9360971
183,9361095
184,9360875
185,9360907
186,9361196
187,9361289
188,9360890
189,9361056
190,9360998
191,9361216
192,9360871
193,9360947
194,9361336
195,9361037
196,9360860
197,9361039
198,9360943
199,9361007
200,9361161
201,9361069
202,9362000
203,9360896
204,9361121
205,9360865
206,9361246
207,9361175
208,9361327
209,9361063
210,9361141
211,9360905
212,9360881
213,9361224
214,9361080
215,9360983
216,9360955
217,9361214
218,9361278
219,9361032
220,9361128
221,9361108
222,9361127
223,9360862
224,9360856
225,9362006
226,9361152
227,10409601
228,9361009
229,9361293
230,9361195
231,9360995
232,9361357
233,9361351
234,9361102
235,9360926
236,9360849
237,9361223
238,9361222
239,9361087
240,9361034
241,9361105
242,9361387
243,9360954
244,9361341
245,9361120
246,9361099
247,9361183
248,9361310
249,9361242
250,9361026
251,9361109
252,9361347
253,9360986
254,9361318
255,9361292
256,9360961
257,9361149
258,9361338
259,9360999
260,9360980
261,9361001
262,9361132
263,9361074
264,9361979
265,9360922
266,9361251
267,9361029
268,9361182
269,9361296
270,9361067
271,9360838
272,9361359
273,9361989
274,9361040
275,9361301
276,9361021
277,9361199
278,9361995
279,9360969
280,9361005
281,9361114
282,9360835
283,9361188
284,9361379
285,9360964
286,9361124
287,9361167
288,9361250
289,9361179
290,9361297
291,9361003
292,9361280
293,9361173
294,9361255
295,9360867
296,9361081
297,9361238
298,9361082
299,9361077
300,9361294
301,9361117
302,9361151
303,9361365
304,9361279
305,9361364
306,9361208
307,9361243
308,9361230
309,9361144
310,9361155
311,9360902
312,9360958
313,9360945
314,9361090
315,9361285
316,9360883
317,9360898
318,9360988
319,9360841
320,9361307
321,9361049
322,9361000
323,9361309
324,9361311
325,9361240
326,9361355
327,9360880
328,9361023
329,9361018
330,9361142
331,9360973
332,9361148
333,9360985
334,9360858
335,9360990
336,9361985
337,9361378
338,9361302
339,9361011
340,9361092
341,9361162
342,9361210
343,9361176
344,9361358
345,9361154
346,9361332
347,9361259
348,9361178
349,9361349
350,9361324
351,9361328
352,9361335
353,9361057
354,9361344
355,9362040
356,9360965
357,9361193
358,9361256
359,9361189
360,9361300
361,9361360
362,9361079
363,9361098
364,9361316
365,9361266
366,9361267
367,9361177
368,9361031
369,9361111
370,9361084
371,9361306
372,9361101
373,9361200
374,9361027
375,9361326
376,9361064
377,9361354
378,9361143
379,9361055
380,9361091
381,9361119
382,9360919
383,9360918
384,9360956
385,9362047
386,9361094
387,9361272
388,9361990
389,9361343
390,9361345
391,9361106
392,9361036
393,9361025
394,9361088
395,9361192
396,9361352
397,9361140
398,9361068
399,9361323
400,9361097
401,9361172
402,9360992
403,9360877
404,9361115
405,9361138
406,9360878
407,9361070
408,9360855
409,9360901
410,9360872
411,9361169
412,9361194
413,9361329
414,9361122
415,9361992
416,9361284
417,9361147
418,9361388
419,9360920
420,9361271
421,9361163
422,9360870
423,9361221
424,9361212
425,9361058
426,9361314
427,9361035
428,9361295
429,9361321
430,9361153
431,9361213
432,9361215
433,9361227
434,9361150
435,9361110
436,9361245
437,9361219
438,9360886
439,9361187
440,9361170
441,9361233
442,9361348
443,9361181
444,9361086
445,9361305
446,9361265
447,9360891
448,9361239
449,9361263
450,9361123
451,9361325
452,9361133
453,9361060
454,9361028
455,9361053
456,9361100
457,9360906
458,9361353
459,9360910
460,9360928
461,9361356
462,9361287
463,9361229
464,9361962
465,9360857
466,9361334
467,9361113
468,9360972
469,9360874
470,9361078
471,9361322
472,9361232
473,9361319
474,9361270
475,9362005
476,9361274
477,9361277
478,9361072
479,9361107
480,9361303
481,9361383
482,9361380
483,9361991
484,9361330
485,9361262
486,9361033
487,9361191
488,9360978
489,9361258
490,9361298
491,9361377
492,9360962
493,9361020
494,9361248
495,9361093
496,9361276
497,9361993
498,9361220
499,9361089
500,9361264
501,9361103
502,9360917
503,9361288
504,9361281
505,9361257
506,9361291
507,9361339
508,9361168
509,9361273
510,9361315
511,9361041
512,9361076
513,9361002
514,9361286
515,9361157
516,9361198
517,9361225
518,9361419
519,9361104
520,9360993
521,9361290
522,9361313
523,9360927
524,9361333
525,9361366
526,9361254
527,9361350
528,9360923
529,9361269
530,9361386
531,9361283
532,9361201
533,9361275
534,9360948
535,9361047
536,9360960
537,9361205
